"N","GR","WL%","PGR","PWL%","CC","C","HOF","Sport"
"Ned Mathews",0.3125,0.5,0,0,0,0,0,"football"
"Ned Yost",15.7037037037037,0.473,2.81818181818182,0.71,2,1,0,"baseball"
"Neil Cohalan",0.731707317073171,0.55,0.3125,0.4,0,0,0,"basketball"
"Neil Colville",1.13414634146341,0.388059701492537,0,0,0,0,1,"hockey"
"Neil Johnston",1.8780487804878,0.617,0.75,0.333,0,0,0,"basketball"
"Neill Armstrong",4,0.469,0.333333333333333,0,0,0,0,"football"
"Nelson Talbot",1.125,0.6,0,0,0,0,0,"football"
"Newsy Lalonde",4.13414634146341,0.463022508038585,0.8125,0.5,1,0,1,"hockey"
"Nick Beverley",0.207317073170732,0.6,0.375,0.333,0,0,0,"hockey"
"Nick Leyva",2.08641975308642,0.439,0,0,0,0,0,"baseball"
"Nick Nurse",1.78048780487805,0.712,1.5,0.667,1,1,0,"basketball"
"Nick Polano",2.92682926829268,0.383495145631068,0.4375,0.143,0,0,0,"hockey"
"Nick Saban",2,0.469,0,0,0,0,0,"football"
"Nick Skorich",6.125,0.484,0.666666666666667,0,0,0,0,"football"
"Nick Young",0.493827160493827,0.321,0,0,0,0,0,"baseball"
"Norb Hecker",1.9375,0.133,0,0,0,0,0,"football"
"Norm Barry",1.625,0.667,0,0,1,1,0,"football"
"Norm Sherry",0.907407407407407,0.517,0,0,0,0,0,"baseball"
"Norm Van Brocklin",10.8125,0.398,0,0,0,0,1,"football"
"Norv Turner",14.8125,0.483,2.66666666666667,0.5,0,0,0,"football"
"Odie Cleghorn",2.04878048780488,0.418918918918919,0.25,0.375,0,0,0,"hockey"
"Ollie Caylor",2.17901234567901,0.472,0,0,0,0,0,"baseball"
"Ollie Kraehe",0.4375,0.2,0,0,0,0,0,"football"
"Orland Kurtenbach",1.52439024390244,0.36734693877551,0,0,0,0,0,"hockey"
"Ormond Butler",0.327160493827161,0.321,0,0,0,0,0,"baseball"
"Orval Tessier",2.59756097560976,0.515625,1.125,0.5,0,0,0,"hockey"
"Ossie Bluege",4.76543209876543,0.488,0,0,0,0,0,"baseball"
"Ossie Vitt",2.85185185185185,0.57,0,0,0,0,0,"baseball"
"Otto Graham",2.625,0.436,0,0,0,0,1,"football"
"Otto Knabe",1.93827160493827,0.425,0,0,0,0,0,"baseball"
"Ozzie Guillen",8.99382716049383,0.513,1.45454545454545,0.75,1,1,0,"baseball"
"P.J. Carlesimo",6.75609756097561,0.431,1.1875,0.316,0,0,0,"basketball"
"Paddy Driscoll",3.3125,0.646,0.333333333333333,0,0,0,1,"football"
"Pants Rowland",3.64197530864198,0.578,0.545454545454545,0.667,1,1,0,"baseball"
"Parker MacDonald",1.25609756097561,0.379310344827586,0,0,0,0,0,"hockey"
"Pat Boland",0.375,0.4,0,0,0,0,0,"football"
"Pat Burns",12.4268292682927,0.586651053864169,9.3125,0.523,1,1,1,"hockey"
"Pat Corrales",7.47530864197531,0.474,0,0,0,0,0,"baseball"
"Pat Kelly",1.23170731707317,0.289473684210526,0.125,0,0,0,0,"hockey"
"Pat Moran",8.29012345679012,0.561,1.18181818181818,0.462,2,1,0,"baseball"
"Pat Murphy",0.592592592592593,0.438,0,0,0,0,0,"baseball"
"Pat Peppler",0.5625,0.333,0,0,0,0,0,"football"
"Pat Powers",1.76543209876543,0.484,0,0,0,0,0,"baseball"
"Pat Quinn",17.0731707317073,0.564356435643564,11.4375,0.514,0,0,1,"hockey"
"Pat Riley",23.219512195122,0.636,17.625,0.606,9,5,1,"basketball"
"Pat Shurmur",4.0625,0.292,0,0,0,0,0,"football"
"Pat Sullivan",0.0185185185185185,0.667,0,0,0,0,0,"baseball"
"Patrick Roy",3,0.585585585585586,0.4375,0.429,0,0,0,"hockey"
"Patsy Donovan",9.85802469135803,0.438,0,0,0,0,0,"baseball"
"Patsy Tebeau",8.26543209876543,0.555,0,0,0,0,0,"baseball"
"Paul Birch",3.25609756097561,0.449,0.875,0.286,0,0,0,"basketball"
"Paul Brown",20.375,0.672,5.66666666666667,0.529,7,7,1,"football"
"Paul Holmgren",5.18292682926829,0.423684210526316,1.1875,0.526,0,0,0,"hockey"
"Paul MacLean",2.91463414634146,0.558823529411765,1.0625,0.471,0,0,0,"hockey"
"Paul Maurice",19.5121951219512,0.530819434372734,5,0.45,0,0,0,"hockey"
"Paul Molitor",4,0.471,0.0909090909090909,0,0,0,1,"baseball"
"Paul Owens",1.96913580246914,0.505,0.818181818181818,0.444,1,0,0,"baseball"
"Paul Richards",11.3395061728395,0.506,0,0,0,0,0,"baseball"
"Paul Schissler",2.875,0.326,0,0,0,0,0,"football"
"Paul Seymour",6.24390243902439,0.529,2.1875,0.4,0,0,0,"basketball"
"Paul Silas",10.6707317073171,0.442,1.8125,0.448,0,0,0,"basketball"
"Paul Thompson",3.31707317073171,0.45021645021645,1.1875,0.368,0,0,0,"hockey"
"Paul Westhead",4.96341463414634,0.45,1.1875,0.684,1,1,0,"basketball"
"Paul Westphal",7.28048780487805,0.533,3.0625,0.551,1,0,0,"basketball"
"Paul Wiggin",2.1875,0.314,0,0,0,0,0,"football"
"Percy LeSueur",0.121951219512195,0.3,0,0,0,0,0,"hockey"
"Percy Thompson",0.585365853658537,0.270833333333333,0,0,0,0,0,"hockey"
"Perry Fewell",0.6875,0.273,0,0,0,0,0,"football"
"Pete Carroll",14,0.596,6.66666666666667,0.55,2,1,0,"football"
"Pete Cawthon",0.9375,0.133,0,0,0,0,0,"football"
"Pete Green",1.82926829268293,0.643835616438356,0.8125,0.5,3,3,0,"hockey"
"Pete Henry",1.4375,0.15,0,0,0,0,1,"football"
"Pete Mackanin",3.19753086419753,0.438,0,0,0,0,0,"baseball"
"Pete McCulley",0.5625,0.111,0,0,0,0,0,"football"
"Pete Muldoon",0.536585365853659,0.463414634146341,0.125,0.25,0,0,0,"hockey"
"Pete Myers",0.0365853658536585,0,0,0,0,0,0,"basketball"
"Pete Rose",4.85185185185185,0.525,0,0,0,0,0,"baseball"
"Pete Runnels",0.0987654320987654,0.5,0,0,0,0,0,"baseball"
"Pete Stinchcomb",0.4375,0.429,0,0,0,0,0,"football"
"Peter DeBoer",10.6951219512195,0.56282722513089,5.25,0.548,0,0,0,"hockey"
"Peter Horachek",1.31707317073171,0.353535353535354,0,0,0,0,0,"hockey"
"Peter Laviolette",14.7560975609756,0.599811676082863,8.9375,0.524,1,1,0,"hockey"
"Phil Bengtson",2.9375,0.457,0,0,0,0,0,"football"
"Phil Cavarretta",2.37037037037037,0.442,0,0,0,0,0,"baseball"
"Phil Esposito",0.548780487804878,0.533333333333333,0.625,0.2,0,0,1,"hockey"
"Phil Garner",12.5925925925926,0.483,2.36363636363636,0.5,1,0,0,"baseball"
"Phil Goyette",0.585365853658537,0.136363636363636,0,0,0,0,0,"hockey"
"Phil Handler",2.375,0.105,0,0,0,0,0,"football"
"Phil Housley",2,0.408450704225352,0,0,0,0,1,"hockey"
"Phil Jackson",20,0.704,20.8125,0.688,13,11,1,"basketball"
"Phil Johnson",6.6219512195122,0.435,0.5625,0.222,0,0,0,"basketball"
"Phil Maloney",2.82926829268293,0.475,0.4375,0.143,0,0,0,"hockey"
"Phil Regan",0.888888888888889,0.493,0,0,0,0,0,"baseball"
"Phil Watson",4.6219512195122,0.429936305732484,1,0.25,0,0,0,"hockey"
"Philip Brownstein",0.963414634146341,0.633,0.125,0,0,0,0,"basketball"
"Philip Sachs",0.317073170731707,0.308,0,0,0,0,0,"basketball"
"Pie Traynor",5.35802469135802,0.53,0,0,0,0,1,"baseball"
"Pierre Creamer",0.975609756097561,0.507042253521127,0,0,0,0,0,"hockey"
"Pierre McGuire",0.817073170731707,0.383333333333333,0,0,0,0,0,"hockey"
"Pierre Page",7.75609756097561,0.456678700361011,1.375,0.273,0,0,0,"hockey"
"Pinky Higgins",6.90740740740741,0.502,0,0,0,0,0,"baseball"
"Pit Lepine",0.585365853658537,0.232558139534884,0,0,0,0,0,"hockey"
"Pop Ivy",4.75,0.432,0.333333333333333,0,0,0,0,"football"
"Pop Snyder",1.77777777777778,0.572,0,0,1,0,0,"baseball"
"Potsy Clark",7.375,0.604,0.333333333333333,1,1,1,0,"football"
"Preston Gomez",5.40123456790123,0.395,0,0,0,0,0,"baseball"
"Pud Galvin",0.148148148148148,0.292,0,0,0,0,1,"baseball"
"Punch Imlach",10.8414634146341,0.543978349120433,5.75,0.478,4,4,1,"hockey"
"Punk Berryman",1.5625,0.583,0,0,0,0,0,"football"
"Quin Snyder",5.78048780487805,0.565,1.6875,0.37,0,0,0,"basketball"
"Quinn Buckner",1,0.159,0,0,0,0,0,"basketball"
"Rabbit Maranville",0.327160493827161,0.434,0,0,0,0,1,"baseball"
"Raheem Morris",3,0.354,0,0,0,0,0,"football"
"Ralph Houk",19.4876543209877,0.514,1.45454545454545,0.5,3,2,0,"baseball"
"Ralph Jones",2.5625,0.706,0,0,1,1,0,"football"
"Ralph Krueger",1.42682926829268,0.480392156862745,0,0,0,0,0,"hockey"
"Ralph Scott",1,0.467,0,0,0,0,0,"football"
"Randy Ayers",0.634146341463415,0.404,0,0,0,0,0,"basketball"
"Randy Carlyle",11.2682926829268,0.587144622991347,5.625,0.544,1,1,0,"hockey"
"Randy Cunneyworth",0.609756097560976,0.439024390243902,0,0,0,0,0,"hockey"
"Randy Pfund",1.78048780487805,0.452,0.3125,0.4,0,0,0,"basketball"
"Randy Wittman",8.34146341463415,0.406,1.3125,0.571,0,0,0,"basketball"
"Ray Blades",1.2037037037037,0.557,0,0,0,0,0,"baseball"
"Ray Flaherty",7.625,0.684,2,0.333,2,2,1,"football"
"Ray Handley",2,0.438,0,0,0,0,0,"football"
"Ray Knight",1.61728395061728,0.477,0,0,0,0,0,"baseball"
"Ray Malavasi",5.3125,0.518,2,0.5,1,0,0,"football"
"Ray McLean",0.875,0.077,0,0,0,0,0,"football"
"Ray Miller",3.47530864197531,0.472,0,0,0,0,0,"baseball"
"Ray Perkins",7.3125,0.359,0.666666666666667,0.5,0,0,0,"football"
"Ray Prochaska",0.125,1,0,0,0,0,0,"football"
"Ray Rhodes",5,0.469,1,0.333,0,0,0,"football"
"Ray Richards",2.25,0.4,0,0,0,0,0,"football"
"Ray Schalk",1.40740740740741,0.449,0,0,0,0,1,"baseball"
"Ray Scott",3.42682926829268,0.523,0.625,0.4,0,0,0,"basketball"
"Ray Willsey",0.125,1,0,0,0,0,0,"football"
"Raymond Berry",5.4375,0.552,1.66666666666667,0.6,1,0,1,"football"
"Rebel Oakes",1.84567901234568,0.503,0,0,0,0,0,"baseball"
"Red Auerbach",17.280487804878,0.662,10.5,0.589,9,9,1,"basketball"
"Red Berenson",2.48780487804878,0.581395348837209,0.875,0.357,0,0,0,"hockey"
"Red Corriden",0.771604938271605,0.419,0,0,0,0,0,"baseball"
"Red Dawson",3,0.432,0.666666666666667,0.5,0,0,0,"football"
"Red Dooin",4.78395061728395,0.514,0,0,0,0,0,"baseball"
"Red Dutton",2.34146341463415,0.404907975460123,0.6875,0.364,0,0,1,"hockey"
"Red Hickey",3.4375,0.5,0,0,0,0,0,"football"
"Red Holzman",15.8414634146341,0.536,6.5625,0.552,2,2,1,"basketball"
"Red Kelly",9.04878048780488,0.457236842105263,3.875,0.387,0,0,1,"hockey"
"Red Kerr",3.45121951219512,0.329,0.5,0.125,0,0,0,"basketball"
"Red Miller",3.875,0.645,1.66666666666667,0.4,1,0,0,"football"
"Red Rocha",1.86585365853659,0.425,0.625,0.4,0,0,0,"basketball"
"Red Rolfe",3.32716049382716,0.521,0,0,0,0,0,"baseball"
"Red Schoendienst",12.3395061728395,0.522,1.27272727272727,0.5,2,1,1,"baseball"
"Red Strader",2.875,0.522,0.333333333333333,0,0,0,0,"football"
"Red Sullivan",4.4390243902439,0.350819672131148,0,0,0,0,0,"hockey"
"Red Weaver",1.0625,0.235,0,0,0,0,0,"football"
"Reggie Theus",1.29268292682927,0.415,0,0,0,0,0,"basketball"
"Rene Lachemann",6.09876543209877,0.433,0,0,0,0,0,"baseball"
"Rex Hughes",0.707317073170732,0.397,0,0,0,0,0,"basketball"
"Rex Ryan",7.9375,0.48,2,0.667,0,0,0,"football"
"Rich Brooks",2,0.406,0,0,0,0,0,"football"
"Rich Kotite",6,0.417,0.666666666666667,0.5,0,0,0,"football"
"Richard Williamson",1.1875,0.211,0,0,0,0,0,"football"
"Richie Adubato",4.47560975609756,0.346,0.5,0.25,0,0,0,"basketball"
"Richie Guerin",7.53658536585366,0.529,3.75,0.433,0,0,0,"basketball"
"Richie Petitbon",1,0.25,0,0,0,0,0,"football"
"Rick Adelman",21.8414634146341,0.582,9.8125,0.503,2,0,0,"basketball"
"Rick Bowness",6.10975609756098,0.321348314606742,0.9375,0.533,0,0,0,"hockey"
"Rick Carlisle",17.6219512195122,0.547,7.5,0.483,1,1,0,"basketball"
"Rick Dudley",2.78048780487805,0.52972972972973,0.75,0.333,0,0,0,"hockey"
"Rick Forzano",2,0.469,0,0,0,0,0,"football"
"Rick Kehoe",1.95121951219512,0.404411764705882,0,0,0,0,0,"hockey"
"Rick Ley",3.46341463414634,0.489451476793249,1.5,0.375,0,0,0,"hockey"
"Rick Paterson",0.0731707317073171,0,0,0,0,0,0,"hockey"
"Rick Pitino",5.02439024390244,0.466,0.8125,0.462,0,0,1,"basketball"
"Rick Renteria",3.99382716049383,0.423,0,0,0,0,0,"baseball"
"Rick Tocchet",4.65853658536585,0.469512195121951,0,0,0,0,0,"hockey"
"Rick Venturi",1.1875,0.105,0,0,0,0,0,"football"
"Rick Wilson",0.390243902439024,0.541666666666667,0,0,0,0,0,"hockey"
"Rob Chudzinski",1,0.25,0,0,0,0,0,"football"
"Robbie Ftorek",5.40243902439024,0.601049868766404,1.8125,0.345,0,0,0,"hockey"
"Robert Morris",0.731707317073171,0.467,0,0,0,0,0,"basketball"
"Robert Rolfe",0.536585365853659,0.386,0,0,0,0,0,"basketball"
"Robin Ventura",5,0.463,0,0,0,0,0,"baseball"
"Rocco Baldelli",1,0.623,0.272727272727273,0,0,0,0,"baseball"
"Rod Barajas",0.0493827160493827,0.125,0,0,0,0,0,"baseball"
"Rod Brind'Amour",1.82926829268293,0.608695652173913,0.9375,0.533,0,0,0,"hockey"
"Rod Dowhower",1.8125,0.172,0,0,0,0,0,"football"
"Rod Marinelli",3,0.208,0,0,0,0,0,"football"
"Rod Rust",1,0.063,0,0,0,0,0,"football"
"Rod Thorn",0.365853658536585,0.5,0,0,0,0,0,"basketball"
"Roger Bresnahan",4.77777777777778,0.432,0,0,0,0,1,"baseball"
"Roger Connor",0.283950617283951,0.178,0,0,0,0,1,"baseball"
"Roger Craig",9.10493827160494,0.5,1.45454545454545,0.438,1,0,0,"baseball"
"Roger Crozier",0.0121951219512195,0,0,0,0,0,0,"hockey"
"Roger Neilson",12.1951219512195,0.548926014319809,6.625,0.481,0,0,1,"hockey"
"Roger Peckinpaugh",6.14197530864198,0.505,0,0,0,0,0,"baseball"
"Roger Potter",0.0853658536585366,0.143,0,0,0,0,0,"basketball"
"Rogers Hornsby",9.44444444444444,0.463,0.636363636363636,0.571,1,1,1,"baseball"
"Rogie Vachon",0.121951219512195,0.571428571428571,0,0,0,0,0,"hockey"
"Rolland Todd",1.68292682926829,0.297,0,0,0,0,0,"basketball"
"Romeo Crennel",5.1875,0.337,0,0,0,0,0,"football"
"Ron Erhardt",3.0625,0.429,0,0,0,0,0,"football"
"Ron Gardenhire",15,0.485,2.45454545454545,0.222,0,0,0,"baseball"
"Ron Lapointe",1.08536585365854,0.397590361445783,0,0,0,0,0,"hockey"
"Ron Low",6.15853658536585,0.46119733924612,1.75,0.357,0,0,0,"hockey"
"Ron Meyer",6.5,0.519,0.666666666666667,0,0,0,0,"football"
"Ron Rivera",8.75,0.546,2.33333333333333,0.429,1,0,0,"football"
"Ron Roenicke",4.15432098765432,0.508,1,0.455,0,0,0,"baseball"
"Ron Rolston",0.621951219512195,0.422222222222222,0,0,0,0,0,"hockey"
"Ron Rothstein",4,0.296,0,0,0,0,0,"basketball"
"Ron Smith",0.536585365853659,0.405405405405405,0,0,0,0,0,"hockey"
"Ron Stewart",1.45121951219512,0.46,0.125,0,0,0,0,"hockey"
"Ron Waller",0.375,0.167,0,0,0,0,0,"football"
"Ron Washington",7.87037037037037,0.521,3.09090909090909,0.529,2,0,0,"baseball"
"Ron Wilson",17.0853658536585,0.535980148883375,5.9375,0.495,0,0,0,"hockey"
"Rosie Helmer",0.585365853658537,0.390243902439024,0.3125,0.4,0,0,0,"hockey"
"Roy Andrews",5.125,0.654,0,0,0,0,0,"football"
"Roy Clifford",0.280487804878049,0.565,0.1875,0.333,0,0,0,"basketball"
"Roy Hartsfield",2.98765432098765,0.343,0,0,0,0,0,"baseball"
"Roy Johnson",0.00617283950617284,0,0,0,0,0,0,"baseball"
"Roy McMillan",0.339506172839506,0.491,0,0,0,0,0,"baseball"
"Roy Rubin",0.621951219512195,0.078,0,0,0,0,0,"basketball"
"Rube Ursella",1.5,0.6,0,0,0,0,0,"football"
"Rudy Pilous",4.71951219512195,0.517571884984026,2.5,0.45,1,1,1,"hockey"
"Rudy Tomjanovich",11.5,0.559,5.625,0.567,2,2,0,"basketball"
"Rudy York",0.00617283950617284,0,0,0,0,0,0,"baseball"
"Russ Daugherty",0.625,0.5,0,0,0,0,0,"football"
"Russ Nixon",3.57407407407407,0.4,0,0,0,0,0,"baseball"
"Russell Tollefson",0.25,0.25,0,0,0,0,0,"football"
"Ryan Saunders",1.29268292682927,0.34,0,0,0,0,0,"basketball"
"Ryne Sandberg",1.71604938271605,0.428,0,0,0,0,1,"baseball"
"Salty Parker",0.0740740740740741,0.417,0,0,0,0,0,"baseball"
"Sam Barkley",0.358024691358025,0.368,0,0,0,0,0,"baseball"
"Sam Crane",0.950617283950617,0.48,0,0,0,0,0,"baseball"
"Sam Mele",5.94444444444444,0.546,0.636363636363636,0.429,1,0,0,"baseball"
"Sam Mitchell",5.20731707317073,0.433,0.6875,0.273,0,0,0,"basketball"
"Sam Perlozzo",1.76543209876543,0.427,0,0,0,0,0,"baseball"
"Sam Rutigliano",6.0625,0.485,0.666666666666667,0,0,0,0,"football"
"Sam Trott",0.0740740740740741,0.364,0,0,0,0,0,"baseball"
"Sam Vincent",1,0.39,0,0,0,0,0,"basketball"
"Sam Wyche",11.9375,0.44,1.66666666666667,0.6,1,0,0,"football"
"Sammy Baugh",2.625,0.429,0,0,0,0,1,"football"
"Sandy Alomar",0.037037037037037,0.5,0,0,0,0,0,"baseball"
"Sandy Griffin",0.037037037037037,0.333,0,0,0,0,0,"baseball"
"Scott Arniel",1.5,0.428571428571429,0,0,0,0,0,"hockey"
"Scott Brooks",10.4268292682927,0.568,5.75,0.522,1,0,0,"basketball"
"Scott Gordon",2.82926829268293,0.434146341463415,0,0,0,0,0,"hockey"
"Scott Hastings",0.277777777777778,0.222,0,0,0,0,0,"baseball"
"Scott Linehan",2.25,0.306,0,0,0,0,0,"football"
"Scott Servais",4,0.495,0,0,0,0,0,"baseball"
"Scott Skiles",11.6829268292683,0.499,2.625,0.429,0,0,0,"basketball"
"Scotty Bierce",0.5,0.667,0,0,0,0,0,"football"
"Scotty Bowman",26.109756097561,0.684645019262521,22.0625,0.632,9,9,1,"hockey"
"Scotty Robertson",3.5,0.38,0,0,0,0,0,"basketball"
"Sean McDermott",3,0.521,0.666666666666667,0,0,0,0,"football"
"Sean McVay",3,0.688,1.33333333333333,0.5,1,0,0,"football"
"Sean Payton",13,0.63,5,0.533,1,1,0,"football"
"Shano Collins",1.28395061728395,0.353,0,0,0,0,0,"baseball"
"Sheldon Keefe",0.573170731707317,0.642857142857143,0,0,0,0,0,"hockey"
"Shorty Barr",0.1875,0.333,0,0,0,0,0,"football"
"Shorty Green",0.536585365853659,0.289473684210526,0,0,0,0,1,"hockey"
"Sid Abel",11.7560975609756,0.472187886279357,4.75,0.421,0,0,1,"hockey"
"Sid Gillman",14.25,0.552,2,0.167,1,1,1,"football"
"Sidney Lowe",3.74390243902439,0.257,0,0,0,0,0,"basketball"
"Silver Flint",0.117283950617284,0.294,0,0,0,0,0,"baseball"
"Ski Melillo",0.0617283950617284,0.222,0,0,0,0,0,"baseball"
"Slater Martin",0.0975609756097561,0.625,0,0,0,0,0,"basketball"
"Slick Leonard",5.48780487804878,0.413,0,0,0,0,1,"basketball"
"Solly Hemus",2.37037037037037,0.497,0,0,0,0,0,"baseball"
"Sparky Anderson",24.8765432098765,0.545,5,0.618,5,3,1,"baseball"
"Sprague Cleghorn",0.585365853658537,0.463414634146341,0.25,0.5,0,0,1,"hockey"
"Spud Davis",0.0185185185185185,0.333,0,0,0,0,0,"baseball"
"Stan Albeck",7,0.535,2.75,0.409,0,0,0,"basketball"
"Stan Cofall",0.1875,0,0,0,0,0,0,"football"
"Stan Hack",2.9320987654321,0.423,0,0,0,0,0,"baseball"
"Stan Robison",0.308641975308642,0.38,0,0,0,0,0,"baseball"
"Stan Van Gundy",11.0609756097561,0.577,5.6875,0.527,1,0,0,"basketball"
"Steve Boros",2.2716049382716,0.457,0,0,0,0,0,"baseball"
"Steve Clifford",6.79268292682927,0.481,1,0.25,0,0,0,"basketball"
"Steve Kasper",2,0.458333333333333,0.3125,0.2,0,0,0,"hockey"
"Steve Kerr",5.79268292682927,0.709,6.5625,0.733,5,3,0,"basketball"
"Steve Ludzik",1.47560975609756,0.316326530612245,0,0,0,0,0,"hockey"
"Steve Mariucci",8.6875,0.518,2.33333333333333,0.429,0,0,0,"football"
"Steve O'Neill",11.5987654320988,0.559,0.636363636363636,0.571,1,1,0,"baseball"
"Steve Owen",16.875,0.605,3.33333333333333,0.2,2,2,1,"football"
"Steve Spagnuolo",3.25,0.212,0,0,0,0,0,"football"
"Steve Spurrier",2,0.375,0,0,0,0,0,"football"
"Steve Stirling",1.51219512195122,0.523364485981308,0,0,0,0,0,"hockey"
"Steve Wilks",1,0.188,0,0,0,0,0,"football"
"Stu Inman",0.317073170731707,0.231,0,0,0,0,0,"basketball"
"Stu Jackson",1.65853658536585,0.426,0.625,0.4,0,0,0,"basketball"
"Stuffy McInnis",0.95679012345679,0.331,0,0,0,0,0,"baseball"
"Stump Merrill",1.69753086419753,0.436,0,0,0,0,0,"baseball"
"Swede Youngstrom",0.625,0.5,0,0,0,0,0,"football"
"Sylvio Mantha",0.585365853658537,0.297297297297297,0,0,0,0,1,"hockey"
"Tam Rose",0.0625,0,0,0,0,0,0,"football"
"Tates Locke",0.560975609756098,0.348,0,0,0,0,0,"basketball"
"Taylor Jenkins",0.792682926829268,0.492,0,0,0,0,0,"basketball"
"Ted Garvin",0.134146341463415,0.2,0,0,0,0,0,"hockey"
"Ted Green",2.29268292682927,0.389221556886228,1,0.5,0,0,0,"hockey"
"Ted Harris",2.18292682926829,0.315789473684211,0.125,0,0,0,0,"hockey"
"Ted Lindsay",0.353658536585366,0.192307692307692,0,0,0,0,1,"hockey"
"Ted Lyons",2.67901234567901,0.43,0,0,0,0,1,"baseball"
"Ted Marchibroda",11.625,0.47,2,0.333,0,0,0,"football"
"Ted Nesser",1.1875,0.176,0,0,0,0,0,"football"
"Ted Nolan",5.74390243902439,0.451690821256039,1.0625,0.353,0,0,0,"hockey"
"Ted Sator",3.73170731707317,0.5,1.6875,0.407,0,0,0,"hockey"
"Ted Shipkey",0.1875,0.667,0,0,0,0,0,"football"
"Ted Sullivan",1.65432098765432,0.5,0,0,0,0,0,"baseball"
"Ted Turner",0.00617283950617284,0,0,0,0,0,0,"baseball"
"Ted Williams",3.9320987654321,0.429,0,0,0,0,1,"baseball"
"Terry Bevington",2.69753086419753,0.509,0,0,0,0,0,"baseball"
"Terry Collins",12.4197530864198,0.495,1.36363636363636,0.533,1,0,0,"baseball"
"Terry Crisp",7.69512195121951,0.517179023508137,2.6875,0.558,1,1,0,"hockey"
"Terry Dischinger",0.024390243902439,0,0,0,0,0,0,"basketball"
"Terry Francona",18.9876543209877,0.542,6.27272727272727,0.58,3,2,0,"baseball"
"Terry Moore",0.475308641975309,0.455,0,0,0,0,0,"baseball"
"Terry Murray",12.3414634146341,0.565759637188209,6.3125,0.495,0,0,0,"hockey"
"Terry O'Reilly",2.76829268292683,0.572139303482587,2.3125,0.473,0,0,0,"hockey"
"Terry Porter",2.6219512195122,0.46,0.3125,0.2,0,0,0,"basketball"
"Terry Robiskie",0.5,0.25,0,0,0,0,0,"football"
"Terry Simpson",4.48780487804878,0.486238532110092,1.625,0.423,0,0,0,"hockey"
"Terry Stotts",11.2560975609756,0.508,3.5,0.357,0,0,0,"basketball"
"Tex Grigg",0.4375,0,0,0,0,0,0,"football"
"Tex Winter",1.57317073170732,0.395,0,0,0,0,0,"basketball"
"Tim Bogar",0.135802469135802,0.636,0,0,0,0,0,"baseball"
"Tim Floyd",3.91463414634146,0.28,0.4375,0.429,0,0,0,"basketball"
"Tim Hurst",0.950617283950617,0.26,0,0,0,0,0,"baseball"
"Tim Johnson",1.00617283950617,0.543,0,0,0,0,0,"baseball"
"Tim Murnane",0.685185185185185,0.532,0,0,0,0,0,"baseball"
"Toby Harrah",0.469135802469136,0.421,0,0,0,0,0,"baseball"
"Todd Bowles",4.1875,0.388,0,0,0,0,0,"football"
"Todd Haley",2.8125,0.422,0.333333333333333,0,0,0,0,"football"
"Todd McLellan",10.6829268292683,0.593589743589744,4.6875,0.493,0,0,0,"hockey"
"Todd Nelson",0.621951219512195,0.404761904761905,0,0,0,0,0,"hockey"
"Todd Reirden",1.84146341463415,0.659259259259259,0.4375,0.429,0,0,0,"hockey"
"Todd Richards",5.17073170731707,0.527131782945736,0.375,0.333,0,0,0,"hockey"
"Toe Blake",11.1463414634146,0.662251655629139,7.4375,0.689,8,8,1,"hockey"
"Tom Barrise",0.024390243902439,0,0,0,0,0,0,"basketball"
"Tom Bettis",0.4375,0.143,0,0,0,0,0,"football"
"Tom Brown",0.845679012345679,0.471,0,0,0,0,0,"baseball"
"Tom Burns",2.24691358024691,0.524,0,0,0,0,0,"baseball"
"Tom Cable",2.75,0.386,0,0,0,0,0,"football"
"Tom Carey",0.302469135802469,0.563,0,0,0,0,0,"baseball"
"Tom Coughlin",20,0.531,6.33333333333333,0.632,2,2,0,"football"
"Tom Fears",3.0625,0.277,0,0,0,0,1,"football"
"Tom Flores",11.5,0.527,3.66666666666667,0.727,2,2,0,"football"
"Tom Heinsohn",8.41463414634146,0.619,5,0.588,2,2,1,"basketball"
"Tom Johnson",2.53658536585366,0.767567567567568,1.375,0.682,1,1,1,"hockey"
"Tom Kelly",14.7222222222222,0.478,2.18181818181818,0.667,2,2,0,"baseball"
"Tom Landry",26.125,0.607,12,0.556,5,2,1,"football"
"Tom Lasorda",18.7654320987654,0.526,5.54545454545455,0.508,4,2,1,"baseball"
"Tom Lawless",0.148148148148148,0.458,0,0,0,0,0,"baseball"
"Tom Loftus",6.51234567901235,0.439,0,0,0,0,0,"baseball"
"Tom Marshall",1.57317073170732,0.271,0,0,0,0,0,"basketball"
"Tom McVie",5.63414634146341,0.323907455012853,0.875,0.429,0,0,0,"hockey"
"Tom Nissalke",7.79268292682927,0.388,0.875,0.429,0,0,0,"basketball"
"Tom Prince",0.00617283950617284,0,0,0,0,0,0,"baseball"
"Tom Renney",7.21951219512195,0.504854368932039,1.5,0.458,0,0,0,"hockey"
"Tom Rowe",0.731707317073171,0.48,0,0,0,0,0,"hockey"
"Tom Runnells",0.919753086419753,0.456,0,0,0,0,0,"baseball"
"Tom Sanders",0.75609756097561,0.371,0,0,0,0,0,"basketball"
"Tom Scott",0.4375,0.143,0,0,0,0,0,"football"
"Tom Shaughnessy",0.25609756097561,0.555555555555556,0,0,0,0,0,"hockey"
"Tom Sheehan",0.604938271604938,0.479,0,0,0,0,0,"baseball"
